rate,candidate,path_m,frequency_hz,magnitude_error_db,phase_error_rad,group_delay_error_ns,complex_error
44100,lagrange7,0.015,8000.0,-0.24874001619244723,-0.0017195142824479482,-1511.5904380311017,0.028281935262434523
44100,lagrange7,0.015,12000.0,0.42252217366862305,0.44217953003745775,-25603.37485540425,0.4521403656393702
44100,lagrange7,0.015,16000.0,10.25531866959403,0.1415794452571966,38219.38114661203,2.2710050172814946
44100,lagrange7,0.03,4000.0,4.9159526268685173e-05,-2.2080098272953277e-05,7.171697805792441,2.279398780539941e-05
44100,lagrange7,0.03,8000.0,-0.03400691334626769,-0.0022028471247117973,117.72483726930305,0.004483571272645403
44100,lagrange7,0.03,12000.0,-0.45362835891183273,0.054250052450399995,-7457.917459288447,0.07336186661810067
44100,lagrange7,0.03,16000.0,1.7133554826961108,0.2857556806582636,-1111.3623828143961,0.3825390963723841
44100,lagrange7,0.05,4000.0,-0.0001430430235486901,2.6748062389186142e-05,-9.004203216909403,3.1411017169269907e-05
44100,lagrange7,0.05,8000.0,0.024173687730417084,0.0056048430806846464,-703.7266724562068,0.006266495374630824
44100,lagrange7,0.05,12000.0,0.8637102038097575,0.011681897427629016,2767.2490152025644,0.10526872467813572
44100,lagrange7,0.05,16000.0,3.22870812134813,-0.2961303931798706,22932.174803723137,0.5735423652844608
44100,lagrange15,0.005,4000.0,-3.385844186409381e-06,4.016622760066865e-07,-0.31013723152719314,5.597178555886075e-07
44100,lagrange15,0.005,8000.0,-0.0021953437198718173,-0.01949252934113895,5535.626469542293,0.019491395957383424
44100,lagrange15,0.005,12000.0,14.156939856618456,0.6331764582013722,112465.57078468148,4.337647376011484
44100,lagrange15,0.005,16000.0,38.888790549683414,-3.1257458094711854,156196.87064510552,88.99113399115058
44100,lagrange15,0.015,4000.0,-3.614432236536924e-06,3.103135718869987e-07,-0.2550280439183873,5.190915033052016e-07
44100,lagrange15,0.015,8000.0,0.047559474687255854,-0.01729723190118382,5739.275012903352,0.01819272108650811
44100,lagrange15,0.015,12000.0,13.0713659823466,1.0421611657449812,101541.95710753299,4.091489728095694
44100,lagrange15,0.015,16000.0,38.52053263662088,-2.4638157840456834,149501.40182583948,85.11992588178272
44100,lagrange15,0.03,4000.0,-4.594509830389392e-07,2.2450942970884154e-08,-0.021378776617661088,5.746353491052316e-08
44100,lagrange15,0.03,8000.0,0.012396687391147168,-0.0014453023289886051,611.816505395161,0.002032671244833055
44100,lagrange15,0.03,12000.0,-0.7277578493768062,0.4815676000771093,-75983.71705314223,0.4643687409157088
44100,lagrange15,0.03,16000.0,20.002904324530956,-1.392418697991756,143293.46710723743,9.875071977363215
44100,lagrange15,0.05,4000.0,4.2122221177798206e-07,-4.002375472271834e-09,0.008697616188195739,4.865988181436464e-08
44100,lagrange15,0.05,8000.0,-0.014962622515343034,0.00026525573437905994,-295.58061069522,0.001741437938772667
44100,lagrange15,0.05,12000.0,2.9257712671800657,-0.056615828337289245,42710.36765098054,0.40608161906604323
44100,lagrange15,0.05,16000.0,17.98144304534991,2.9240178281929574,136397.41968433096,8.905370461450728
44100,farrow7-fir32,0.005,4000.0,0.22488698137557173,0.02077592092944542,2554.3302665352935,0.03362905135916013
44100,farrow7-fir32,0.005,8000.0,0.058576557443492216,0.03541612827632955,-40.033523791951865,0.03617243943336921
44100,farrow7-fir32,0.005,12000.0,-0.20673036883361073,0.03490088950108394,-3257.600246881885,0.04174301640852984
44100,farrow7-fir32,0.005,16000.0,-0.47907706477095047,-0.0008485075125854699,-6355.961939277425,0.05366863705415126
44100,farrow7-fir32,0.015,4000.0,0.2829183564303793,0.035442511121302485,3424.9098757896595,0.04892643212186718
44100,farrow7-fir32,0.015,8000.0,-0.05555536226190736,0.052793548876405694,-1766.1124407969005,0.053003721215322555
44100,farrow7-fir32,0.015,12000.0,-0.48844364665428364,0.030248902845355398,-6619.252659190293,0.06208899578096218
44100,farrow7-fir32,0.015,16000.0,-0.5744866927130167,-0.053268159242200755,-8499.956410055189,0.08216640744037128
44100,farrow7-fir32,0.03,4000.0,0.04068945405597545,0.00884326026345021,537.6701806501941,0.010030852709110413
44100,farrow7-fir32,0.03,8000.0,-0.05598311477540177,0.008893971913226752,-882.6507269645234,0.010948474340112747
44100,farrow7-fir32,0.03,12000.0,-0.1105069064265812,-0.00323174790940373,-1067.2241811661422,0.013043466123578458
44100,farrow7-fir32,0.03,16000.0,0.008698215428841125,-0.01783923506137351,5.328599348924061,0.017876032951598498
44100,farrow7-fir32,0.05,4000.0,0.2664960322571081,0.03488970758725407,3254.9020578562267,0.04717892830090141
44100,farrow7-fir32,0.05,8000.0,-0.0732261652383352,0.05067710129582973,-1947.6692164133437,0.051152130050226764
44100,farrow7-fir32,0.05,12000.0,-0.48817265419071554,0.025530720639234002,-6476.045634652992,0.06002568767865698
44100,farrow7-fir32,0.05,16000.0,-0.5138419809909414,-0.05693866953223565,-7648.12179642571,0.07971566113643547
44100,vfd-ls32,0.005,4000.0,0.22488546784265592,0.020775820493676146,2554.3205416543055,0.033628847066334865
44100,vfd-ls32,0.005,8000.0,0.058574726753651565,0.0354159533896567,-40.03404652210315,0.0361722237084455
44100,vfd-ls32,0.005,12000.0,-0.20673243415141787,0.03490069349984456,-3257.5876657214576,0.04174298385760927
44100,vfd-ls32,0.005,16000.0,-0.4790780592022368,-0.0008487732829070157,-6355.917585682656,0.053668749362033356
44100,vfd-ls32,0.015,4000.0,0.2829164027120255,0.0354423926909205,3424.8983554742845,0.04892618327644631
44100,vfd-ls32,0.015,8000.0,-0.05555902692362365,0.0527933769622211,-1766.1086161973753,0.05300359056230245
44100,vfd-ls32,0.015,12000.0,-0.48845055949160915,0.030248809601972466,-6619.2366912175585,0.06208960990291918
44100,vfd-ls32,0.015,16000.0,-0.5744985157135376,-0.05326803227877221,-8499.939953618168,0.08216730082435056
44100,vfd-ls32,0.03,4000.0,0.04068822617494221,0.008843288917149096,537.6711348094515,0.01003081105096749
44100,vfd-ls32,0.03,8000.0,-0.055988676302256846,0.00889399855346978,-882.6514189772174,0.010948866866195792
44100,vfd-ls32,0.03,12000.0,-0.11051921677145976,-0.003231765155719861,-1067.2266098334119,0.013044826076728567
44100,vfd-ls32,0.03,16000.0,0.008677733078963367,-0.017839243827211942,5.32258844477781,0.017875888551606645
44100,vfd-ls32,0.05,4000.0,0.26649398584677164,0.034889580892280614,3254.8902614910658,0.047178668134870275
44100,vfd-ls32,0.05,8000.0,-0.07322998423785436,0.050676918097754306,-1947.664220039112,0.05115201076771506
44100,vfd-ls32,0.05,12000.0,-0.48817975667113667,0.02553062716449326,-6476.0285819636565,0.06002634972284961
44100,vfd-ls32,0.05,16000.0,-0.513853383917172,-0.05693850645647269,-7648.10647168085,0.0797164179154405
44100,vfd-ls64,0.005,4000.0,0.08687144752613363,0.011549729774820784,857.6931076998758,0.015354830087327664
44100,vfd-ls64,0.005,8000.0,-0.025595613270718673,0.015529902057650325,-2608.1395119672884,0.01578358246008988
44100,vfd-ls64,0.005,12000.0,-0.14346960814783838,0.005782146293914351,-2627.9092573449952,0.017356597986178952
44100,vfd-ls64,0.005,16000.0,-0.08821618019007887,-0.02082498843139604,-5.071574429392523,0.023051910861941825
44100,vfd-ls64,0.015,4000.0,0.09322230709125225,0.017324495252892834,601.4205566368802,0.02048907604739369
44100,vfd-ls64,0.015,8000.0,-0.08981668611834218,0.018558081967360585,-4138.977962110763,0.021134738127236846
44100,vfd-ls64,0.015,12000.0,-0.20431763394440544,-0.0035648022012899966,-1129.5218005687523,0.023513864578067187
44100,vfd-ls64,0.015,16000.0,0.054851278113642814,-0.031428744017146466,4915.707388980308,0.03215701200550292
44100,vfd-ls64,0.03,4000.0,0.009576557675578856,0.0035463655296748245,-78.28046936863461,0.0037158456812037134
44100,vfd-ls64,0.03,8000.0,-0.02826492450273988,0.0020593530724758503,-724.4647888090047,0.003844744068337508
44100,vfd-ls64,0.03,12000.0,-0.02396452851966009,-0.00335125397546109,621.9586521080031,0.004334877482984596
44100,vfd-ls64,0.03,16000.0,0.04887090818834279,-0.0024423252119808846,1489.2662765178932,0.006150974593616536
44100,vfd-ls64,0.05,4000.0,0.0856942905604865,0.016748283048151055,493.55673229317756,0.019534117232961255
44100,vfd-ls64,0.05,8000.0,-0.09242052373966399,0.01724654453043506,-3992.190162203189,0.020157053235464753
44100,vfd-ls64,0.05,12000.0,-0.1926261598031429,-0.004878295374842994,-695.3919053441341,0.02245715397799978
44100,vfd-ls64,0.05,16000.0,0.07492857582106738,-0.029455254177249646,5205.278443803837,0.03082412571308949
44100,sinc129-noncausal-control,0.005,4000.0,-8.635060882694441e-07,-7.00082785871127e-08,0.25830632854584223,1.2159137509863808e-07
44100,sinc129-noncausal-control,0.005,8000.0,-3.777854932929841e-06,4.0613411949443426e-07,0.4991199042082187,5.950789729914546e-07
44100,sinc129-noncausal-control,0.005,12000.0,-8.064026483933483e-06,1.403155327669039e-06,-1.1829406938750293,1.6824918291980267e-06
44100,sinc129-noncausal-control,0.005,16000.0,2.9920656925383993e-06,-1.0032129010332e-06,-10.712219164922951,1.0607068638723671e-06
44100,sinc129-noncausal-control,0.015,4000.0,-3.6391553427189017e-06,-2.83134529789022e-08,0.10442694732754662,4.1992875046768855e-07
44100,sinc129-noncausal-control,0.015,8000.0,-1.6704094460826566e-05,1.6542022701967299e-07,0.20334034430137776,1.9302293828714464e-06
44100,sinc129-noncausal-control,0.015,12000.0,-3.710048814906133e-05,5.771648367484276e-07,-0.4865213011227067,4.310160547104991e-06
44100,sinc129-noncausal-control,0.015,16000.0,1.4920473424618873e-05,-4.1528882568397903e-07,-4.439552179268404,1.7672715001466796e-06
44100,sinc129-noncausal-control,0.03,4000.0,-4.921355364292268e-07,5.5147464452133435e-08,-0.2034887167588187,7.906647287904803e-08
44100,sinc129-noncausal-control,0.03,8000.0,-2.127716750399251e-06,-3.195261380629067e-07,-0.3926670106012579,4.026208041318091e-07
44100,sinc129-noncausal-control,0.03,12000.0,-4.49632659584202e-06,-1.1020404101282489e-06,0.9291041394902076,1.2175643138916983e-06
44100,sinc129-noncausal-control,0.03,16000.0,1.6323364518111905e-06,7.870611667651026e-07,8.402515874537498,8.091866085785992e-07
44100,sinc129-noncausal-control,0.05,4000.0,-3.728686227373838e-06,-7.515440996175348e-09,0.027718501667930214,4.2934655558821214e-07
44100,sinc129-noncausal-control,0.05,8000.0,-1.7133744816020488e-05,4.391708255992275e-08,0.05398475285913916,1.973082139498122e-06
44100,sinc129-noncausal-control,0.05,12000.0,-3.808851670815582e-05,1.5327126074271982e-07,-0.12919961903448945,4.387770724939806e-06
44100,sinc129-noncausal-control,0.05,16000.0,1.5343944482326186e-05,-1.1030281145658962e-07,-1.1792051251676892,1.7699787663493262e-06
48000,lagrange3,0.005,4000.0,0.015821099529185256,-0.0011403169218730952,218.94713054846082,0.002150930235027447
48000,lagrange3,0.005,8000.0,0.12274955598853034,-0.027890908484502236,2374.6239106258304,0.03148784061849259
48000,lagrange3,0.005,12000.0,-0.02806550415987722,-0.13748718705297866,6435.5874394619395,0.1371950903552241
48000,lagrange3,0.005,16000.0,-1.4690610631538559,-0.3428749074537129,9522.084358530903,0.350019242092299
48000,lagrange3,0.015,4000.0,0.022942066051052305,-0.001191941032433091,231.12258511196958,0.0029016232616712106
48000,lagrange3,0.015,8000.0,0.24765491120958255,-0.03116202019824629,2755.4428374877234,0.0428438887055046
48000,lagrange3,0.015,12000.0,0.6155592200615957,-0.16880629575295575,8613.667820431288,0.18949730159529976
48000,lagrange3,0.015,16000.0,0.6337004467838785,-0.47563722622204835,15910.197658433093,0.49449753405816
48000,lagrange3,0.03,4000.0,0.001557765754949242,-4.038578776323413e-05,7.92520801505466,0.00018385181806277416
48000,lagrange3,0.03,8000.0,0.021485433249819223,-0.0011654454201115497,109.46873996022934,0.002737789323256685
48000,lagrange3,0.03,12000.0,0.08444264356328066,-0.007421752924902295,429.3659980122068,0.012290569933581675
48000,lagrange3,0.03,16000.0,0.1858291468628796,-0.024399404546101226,938.9301842061295,0.03279953957050283
48000,lagrange3,0.05,4000.0,-0.014040267617559327,-7.9387755529746e-05,15.656210788187755,0.0016170865204553969
48000,lagrange3,0.05,8000.0,-0.21132176455225693,-0.0024109541746501055,234.70603950615475,0.024153468152121185
48000,lagrange3,0.05,12000.0,-0.9900161921777818,-0.01766206473056273,1165.7418517002548,0.10900828660188486
48000,lagrange3,0.05,16000.0,-2.9230408719363385,-0.07796636839710797,4242.843966406179,0.2932486078663735
48000,lagrange7,0.005,4000.0,1.0700540008396697e-05,-6.786733134701693e-05,21.249799688563478,6.787855351688072e-05
48000,lagrange7,0.005,8000.0,-0.1194040552171674,-0.0005896474599870416,-761.1477841027908,0.013665396159306205
48000,lagrange7,0.005,12000.0,0.0713587775354966,0.23203243964613632,-17574.622092489604,0.23261154410796012
48000,lagrange7,0.005,16000.0,7.152238312449173,0.08028410475079772,31569.64238342025,1.2840332516126258
48000,lagrange7,0.015,4000.0,0.00010275270193244595,-6.941441633779254e-05,22.33063426402582,7.041565885048392e-05
48000,lagrange7,0.015,8000.0,-0.1175878191283091,-0.004895927873075423,-24.159129110255726,0.014298884635888152
48000,lagrange7,0.015,12000.0,-0.9217266368831301,0.2385366173676027,-27250.07921145586,0.24711437919564924
48000,lagrange7,0.015,16000.0,6.976714731338766,0.4422104544148985,21408.626369943675,1.3961227158061345
48000,lagrange7,0.03,4000.0,9.684437314584458e-06,-2.6771480631022586e-06,0.8886951602709496,2.9000468101680445e-06
48000,lagrange7,0.03,8000.0,-0.00361719059109655,-0.00042606763309591166,43.565893344681996,0.0005956608288637984
48000,lagrange7,0.03,12000.0,-0.08590805944969769,0.003698993776740929,-779.8866231040641,0.010507545879125647
48000,lagrange7,0.03,16000.0,-0.032010925591345274,0.06132918193276186,-3446.181900813165,0.06131712687477236
48000,lagrange7,0.05,4000.0,-7.313269235976458e-05,1.0086352047322714e-05,-3.447726378392015,1.3138668137428081e-05
48000,lagrange7,0.05,8000.0,0.0041152172446639835,0.0026899742558693456,-381.7333073080734,0.002732025233003211
48000,lagrange7,0.05,12000.0,0.3614565580552981,0.024469952549218476,-716.691491836323,0.04929280594948527
48000,lagrange7,0.05,16000.0,2.206151568028138,-0.06488515349410418,10121.200793167012,0.2983963485344046
48000,lagrange15,0.005,4000.0,-1.195901617291011e-06,7.059341136145716e-08,-0.06374846816062113,1.5472590932290293e-07
48000,lagrange15,0.005,8000.0,0.030477661666233582,-0.0047994651734785225,1890.2945868495144,0.005955774699446695
48000,lagrange15,0.005,12000.0,4.702482336598827,1.132716778079057,18899.026483731683,1.5795577048754452
48000,lagrange15,0.005,16000.0,32.472816370861835,-1.8134323129825907,145045.09157190347,42.28928571359418
48000,lagrange15,0.015,4000.0,-1.0399780715940932e-06,3.8907875107847434e-08,-0.040683532850091866,1.2589499110696972e-07
48000,lagrange15,0.015,8000.0,0.03438669692300892,-0.0028273819999305064,1358.9912082854817,0.00487452481701734
48000,lagrange15,0.015,12000.0,0.4591278687347356,1.376355343934972,-45740.60958277814,1.3054103484592265
48000,lagrange15,0.015,16000.0,31.07789818906474,-1.1590413228455412,136176.33683939575,35.41262097786296
48000,lagrange15,0.03,4000.0,-3.074189179340115e-08,2.6552143903657383e-10,-0.0006179982063201847,3.5492369644711905e-09
48000,lagrange15,0.03,8000.0,0.001191626325658002,-1.9551320860043816e-05,23.15429054034523,0.00013858669963420436
48000,lagrange15,0.03,12000.0,-0.3269324049700689,0.007412690330900159,-6151.310662810725,0.037649380992560474
48000,lagrange15,0.03,16000.0,6.154134605406748,-0.10760507855392012,69087.59118029069,1.0423166523623486
48000,lagrange15,0.05,4000.0,7.930329335755162e-08,2.2740763913433317e-09,-0.00036589293064565737,9.409074359551214e-09
48000,lagrange15,0.05,8000.0,-0.0028339784127171374,-0.00017730380860920904,14.254000785800951,0.0003712765352053048
48000,lagrange15,0.05,12000.0,0.636342213965757,0.06665125602402332,-2291.7105021877396,0.10274297123195977
48000,lagrange15,0.05,16000.0,8.329156480794651,-1.7144215290571263,156067.92132905454,2.9245864486187485
48000,farrow7-fir32,0.005,4000.0,0.18758973020930525,0.0234825413921659,-1710.3029676621532,0.032250233968753025
48000,farrow7-fir32,0.005,8000.0,0.0704557121451813,0.02485392483608178,-1362.1782849591134,0.026249750911769017
48000,farrow7-fir32,0.005,12000.0,-0.059754069837137304,0.036513508961809174,4316.200466405459,0.03702635850848787
48000,farrow7-fir32,0.005,16000.0,-0.4334778229403695,0.018076101587551904,-4780.275528607975,0.051775318370959375
48000,farrow7-fir32,0.015,4000.0,0.19548263502254543,0.03483909694588888,-3331.9627428810213,0.04194429257288829
48000,farrow7-fir32,0.015,8000.0,0.0070911299978619275,0.03354665565081835,219.62011985741864,0.033568715510304895
48000,farrow7-fir32,0.015,12000.0,-0.26151426432791186,0.04092888212935906,4812.687744071427,0.05004928649780234
48000,farrow7-fir32,0.015,16000.0,-0.6141809644570957,-0.022457815779370862,-7194.149825519504,0.07162708823666177
48000,farrow7-fir32,0.03,4000.0,0.005554292893825869,0.0021419605391381647,-271.97682894956745,0.0022360904946924862
48000,farrow7-fir32,0.03,8000.0,-0.00651020788638243,0.0015724977943462634,230.69565862075518,0.0017413352831446819
48000,farrow7-fir32,0.03,12000.0,-0.023713175279765852,0.0006247266082178307,19.657364769539516,0.0027968270059372247
48000,farrow7-fir32,0.03,16000.0,-0.010775784855424148,-0.003919954658089737,-91.8982584643343,0.004109035629730179
48000,farrow7-fir32,0.05,4000.0,0.13686150679621206,0.028964122655271003,-3036.2986863838632,0.03323263445920605
48000,farrow7-fir32,0.05,8000.0,-0.02330119617945385,0.026304833938255168,1007.8636996216212,0.026405076649307833
48000,farrow7-fir32,0.05,12000.0,-0.2610193513649834,0.027625613384174554,3087.5546026326847,0.04021102680986616
48000,farrow7-fir32,0.05,16000.0,-0.43378805628968886,-0.032293794386787526,-4947.7198993208285,0.05801000528061065
48000,vfd-ls32,0.005,4000.0,0.1875872778536012,0.02348234227979194,-1710.292411063059,0.0322498880672249
48000,vfd-ls32,0.005,8000.0,0.07045221449504699,0.024853696863345116,-1362.1666628782632,0.026249402593898945
48000,vfd-ls32,0.005,12000.0,-0.05975973649339965,0.03651319723284524,4316.171677214434,0.03702616158577828
48000,vfd-ls32,0.005,16000.0,-0.4334843647920157,0.018075836033089706,-4780.237254900656,0.05177590159349129
48000,vfd-ls32,0.015,4000.0,0.19548056659018795,0.03483894062434272,-3331.9490017308917,0.041944024114136634
48000,vfd-ls32,0.015,8000.0,0.007086623462774336,0.033546505011004354,219.62015226660512,0.03356854354205909
48000,vfd-ls32,0.015,12000.0,-0.26152299531169104,0.040928712275796315,4812.66839612758,0.05004971345001938
48000,vfd-ls32,0.015,16000.0,-0.6141948441612248,-0.022457740736875235,-7194.1299482328495,0.07162848012486794
48000,vfd-ls32,0.03,4000.0,0.005553900522574742,0.002142042255682037,-271.98370335115527,0.0022361558451715266
48000,vfd-ls32,0.03,8000.0,-0.00651321420384256,0.0015725673485509916,230.701576548951,0.0017415466331020986
48000,vfd-ls32,0.03,12000.0,-0.023720322220799134,0.0006247269528327572,19.661618326528977,0.0027976269341275315
48000,vfd-ls32,0.03,16000.0,-0.010787800000360852,-0.003920254658826254,-91.88728007474678,0.004109735940261638
48000,vfd-ls32,0.05,4000.0,0.1368614397186934,0.028964131023781807,-3036.298184542463,0.033232638019461726
48000,vfd-ls32,0.05,8000.0,-0.023301788894070623,0.026304849223039044,1007.8631601609264,0.02640509784689918
48000,vfd-ls32,0.05,12000.0,-0.2610208736011323,0.02762562057836177,3087.555684199182,0.0402111551966096
48000,vfd-ls32,0.05,16000.0,-0.4337912353412407,-0.0322938525951221,-4947.71620163723,0.0580103253563233
48000,vfd-ls64,0.005,4000.0,0.07858623056349427,0.008175145879577411,-1873.927587539919,0.01224921216350869
48000,vfd-ls64,0.005,8000.0,-0.0045519715907307665,0.016755940004535532,-1789.040362503271,0.016759545387304724
48000,vfd-ls64,0.005,12000.0,-0.08268291900953956,0.011468609490671449,4039.6599132660963,0.014833719893698189
48000,vfd-ls64,0.005,16000.0,-0.16573197019506855,-0.01177937792436785,-1868.0388978511332,0.022211011312349708
48000,vfd-ls64,0.015,4000.0,0.07941717911825312,0.011053054215940047,-1877.3247235026622,0.014410350824113826
48000,vfd-ls64,0.015,8000.0,-0.06100267594046688,0.01912086204116335,-3066.2392371874353,0.020298221544559274
48000,vfd-ls64,0.015,12000.0,-0.14455779004492395,0.007485717867947576,4623.769298599785,0.01809777023626749
48000,vfd-ls64,0.015,16000.0,-0.08690559754552747,-0.02610175135118186,1641.7074258018404,0.02781352564554041
48000,vfd-ls64,0.03,4000.0,0.0025763178778408957,0.0005961630611380788,-45.60361372110997,0.0006659723323139621
48000,vfd-ls64,0.03,8000.0,-0.006375357251233307,0.0006432184327020522,-176.47672461744358,0.0009755883469041741
48000,vfd-ls64,0.03,12000.0,-0.007339777139904504,-0.00023694911667985542,81.2058903055893,0.000877244748031391
48000,vfd-ls64,0.03,16000.0,0.006784397355852406,-0.0011491046620317712,293.6121356476504,0.0013899783985950596
48000,vfd-ls64,0.05,4000.0,0.055930787038260946,0.008841138380124687,-1280.8557410246055,0.010972801389909817
48000,vfd-ls64,0.05,8000.0,-0.06378789029422552,0.013860580229740127,-2573.840559395366,0.015628330605281286
48000,vfd-ls64,0.05,12000.0,-0.11884696681945661,0.0032527955329238667,3144.1564097159244,0.013968305027468444
48000,vfd-ls64,0.05,16000.0,-0.019465485909285225,-0.021579344290467636,2452.6231678223403,0.021670687697034088
48000,sinc129-noncausal-control,0.005,4000.0,-2.733542480973317e-06,9.564563958692417e-08,-0.20819967522015378,3.289238275475723e-07
48000,sinc129-noncausal-control,0.005,8000.0,-3.2439529174688696e-06,2.3093065786487524e-07,0.5600787386282593,4.3910321896180637e-07
48000,sinc129-noncausal-control,0.005,12000.0,5.023921407943601e-06,-1.264713616529773e-06,-2.998496633280223e-10,1.3907007546425836e-06
48000,sinc129-noncausal-control,0.005,16000.0,-1.3438634309395753e-05,2.3707390167713096e-06,-5.091239685674702,2.830928626664506e-06
48000,sinc129-noncausal-control,0.015,4000.0,-1.0402224932784072e-05,1.0180059270249177e-08,-0.02215501930134464,1.1976429525077579e-06
48000,sinc129-noncausal-control,0.015,8000.0,-1.253454223426641e-05,2.472200118345057e-08,0.05998498525592287,1.443303207410136e-06
48000,sinc129-noncausal-control,0.015,12000.0,2.1045421328624302e-05,-1.3659006723152247e-07,-1.4738373282224826e-10,2.4267935945009544e-06
48000,sinc129-noncausal-control,0.015,16000.0,-5.541176871030265e-05,2.580738361583426e-07,-0.554064155986901,6.3847131278332415e-06
48000,sinc129-noncausal-control,0.03,4000.0,-1.1030105695159042e-07,-2.1125412079608062e-08,0.04599037391694004,2.4648418593273676e-08
48000,sinc129-noncausal-control,0.03,8000.0,-1.2903382027786913e-07,-5.0857749422037396e-08,-0.12331865403172165,5.298300219626352e-08
48000,sinc129-noncausal-control,0.03,12000.0,1.8415919004647985e-07,2.773056083318659e-07,1.4230153513872246e-10,2.781149609944029e-07
48000,sinc129-noncausal-control,0.03,16000.0,-5.020694233172617e-07,-5.178007528129967e-07,1.1121491446179599,5.210170598859931e-07
48000,sinc129-noncausal-control,0.05,4000.0,-9.18243064283331e-06,-7.381244088601202e-08,0.16064383468752075,1.059739532888888e-06
48000,sinc129-noncausal-control,0.05,8000.0,-1.1044738515109775e-05,-1.7910992318274845e-07,-0.43456270851748025,1.2841241853704809e-06
48000,sinc129-noncausal-control,0.05,12000.0,1.837338363374217e-05,9.883998754755688e-07,-8.809142651444724e-11,2.3348445361628525e-06
48000,sinc129-noncausal-control,0.05,16000.0,-4.845666952327318e-05,-1.8654601860351777e-06,4.005152554959401,5.882392173953963e-06
96000,lagrange3,0.005,4000.0,0.0016076647615714836,-4.653507604345166e-05,9.191900103505839,0.0001908671907721029
96000,lagrange3,0.005,8000.0,0.022870379198204005,-0.0014095042939010463,135.9969001643293,0.0029905139452162622
96000,lagrange3,0.005,12000.0,0.09391741740045147,-0.009720044419561513,598.9664258426299,0.014618173932994874
96000,lagrange3,0.005,16000.0,0.21557884216018483,-0.03564996982144666,1547.8387888112372,0.04397996555111034
96000,lagrange3,0.015,4000.0,0.00010098695449618187,-1.2945275262876657e-06,0.2566693382084675,1.169846668055006e-05
96000,lagrange3,0.015,8000.0,0.001557765754949242,-4.038578776323413e-05,3.96260400752733,0.00018385181806277416
96000,lagrange3,0.015,12000.0,0.007416040670020966,-0.0002938419534610187,18.882726387191635,0.0009033379897799244
96000,lagrange3,0.015,16000.0,0.021485433249819223,-0.0011654454201115497,54.73436998011467,0.002737789323256685
96000,lagrange3,0.03,4000.0,-0.00019299713615921485,-2.055922364828392e-06,0.40775933505903494,2.2314280348186967e-05
96000,lagrange3,0.03,8000.0,-0.002995668012055517,-6.430652948537464e-05,6.319517243144845,0.0003507724730295151
96000,lagrange3,0.03,12000.0,-0.014420652597798176,-0.0004704744699776503,30.372348822434073,0.0017241811635662475
96000,lagrange3,0.03,16000.0,-0.04248192355062359,-0.0018843758611083738,89.42647497104242,0.005228566371911258
96000,lagrange3,0.05,4000.0,-0.0006603327357755414,4.23017302396545e-06,-0.8393630322243278,7.613832005169884e-05
96000,lagrange3,0.05,8000.0,-0.010341453504623371,0.00013282033995352358,-13.082637566279157,0.0011972765707758055
