policy,rate,reference_rate,frequency_hz,kernel_pair_error_rms,kernel_pair_error_peak,whole_chain_difference_rms,tier_a_pair_pass,scope
S1-butter6,48000,96000,20000,9.705774430779823e-05,0.00015616368752942078,1.2247822052146728,,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,44100,96000,1000,6.86892230814301e-06,9.35781522994786e-06,2.1906834409924446e-05,True,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,48000,96000,1000,2.627422463873704e-05,4.104628827357408e-05,0.00019656046011852792,True,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,44100,96000,2000,1.2975854824471504e-05,2.2233851344886507e-05,2.8032182163714213e-05,True,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,48000,96000,2000,2.281462563646851e-05,3.459838932809118e-05,0.0002328317551610965,True,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,44100,96000,4000,1.3261948846533171e-05,1.606989992242118e-05,1.39054131675778e-05,True,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,48000,96000,4000,3.0266702337747044e-05,4.770082016958901e-05,0.00015787489176177024,True,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,44100,96000,8000,1.2236053065188295e-05,1.4991911190832394e-05,1.4688891180245561e-05,True,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,48000,96000,8000,1.799950834442387e-05,2.029458257336446e-05,0.0003137428470876039,True,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,44100,96000,12000,1.1963013993933825e-05,1.5653014958009295e-05,8.580651476748918e-06,True,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,48000,96000,12000,8.880428699474767e-06,1.450506786678888e-05,4.3014073456530116e-05,True,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,44100,96000,16000,1.1501680157060409e-05,1.4086120577945164e-05,4.102460408942212e-05,True,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,48000,96000,16000,3.7905227547913424e-05,5.949085741738426e-05,0.0002751832525965145,True,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,44100,96000,18000,3.7624607584098204e-05,6.271855097054895e-05,0.0006088317337703706,,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,48000,96000,18000,9.249711848186561e-05,0.0001375553850751854,0.000805031667851731,,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,44100,96000,20000,1.0120633041389438e-05,1.3094865988331478e-05,0.49985140351279095,,common clock analytic transfer; whole-chain filter change not accepted
S1-fir65,48000,96000,20000,9.705774430779823e-05,0.00015616368752942078,0.5001229279293063,,common clock analytic transfer; whole-chain filter change not accepted
S2,44100,96000,1000,2.1484818859145583e-05,3.1504301240344906e-05,0.08406023811910687,True,common clock analytic transfer; whole-chain filter change not accepted
S2,48000,96000,1000,3.921329256224021e-05,5.876945112261786e-05,0.06560189412119424,True,common clock analytic transfer; whole-chain filter change not accepted
S2,44100,96000,2000,3.4710200652755483e-05,5.042349933047313e-05,0.1680972544888389,True,common clock analytic transfer; whole-chain filter change not accepted
S2,48000,96000,2000,4.2567454519211054e-05,5.518188677567367e-05,0.13114676194623587,True,common clock analytic transfer; whole-chain filter change not accepted
S2,44100,96000,4000,3.637560556221189e-05,5.513925748065297e-05,0.33598529372490066,True,common clock analytic transfer; whole-chain filter change not accepted
S2,48000,96000,4000,3.5159857375847314e-05,5.4262522337397385e-05,0.2616985482605738,True,common clock analytic transfer; whole-chain filter change not accepted
S2,44100,96000,8000,3.884411688951042e-05,5.8245720025557564e-05,0.6693836532534788,True,common clock analytic transfer; whole-chain filter change not accepted
S2,48000,96000,8000,4.6323147436287764e-05,6.315971954319683e-05,0.5176155591455421,True,common clock analytic transfer; whole-chain filter change not accepted
S2,44100,96000,12000,2.0246425208300626e-05,3.160221594327209e-05,0.9897248694034299,True,common clock analytic transfer; whole-chain filter change not accepted
S2,48000,96000,12000,2.0616265626980122e-05,2.6564163603561158e-05,0.7530381365920903,True,common clock analytic transfer; whole-chain filter change not accepted
S2,44100,96000,16000,2.5794133602301427e-05,4.4522994585808316e-05,1.2166408962047193,True,common clock analytic transfer; whole-chain filter change not accepted
S2,48000,96000,16000,3.4241273225911114e-05,4.8856098151490564e-05,0.8833971394840517,True,common clock analytic transfer; whole-chain filter change not accepted
S2,44100,96000,18000,6.718305673960865e-05,0.0001053771316482933,1.1313412557059743,,common clock analytic transfer; whole-chain filter change not accepted
S2,48000,96000,18000,0.00011814613907071824,0.00014471897314645156,0.7471579287170382,,common clock analytic transfer; whole-chain filter change not accepted
S2,44100,96000,20000,6.62928399645227e-05,7.722216820009511e-05,4.687611668381334e-05,,common clock analytic transfer; whole-chain filter change not accepted
S2,48000,96000,20000,0.00014811962583704999,0.0001771921678634615,0.00010473639185583273,,common clock analytic transfer; whole-chain filter change not accepted
