rate,conditioner,nonlinearity,audible_raw_energy,audible_conditioned_energy,audible_raw_alias_energy,audible_conditioned_alias_energy,scope
96000,fir17-p18000-s19000,x^3,1063476.562500022,0.9799729297333225,509765.6250000027,7.90497832993398e-06,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir33-p18000-s19000,x^2,6750000.000000035,0.004982230237330444,4.0472510406044326e-16,2.914768418923551e-19,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir33-p18000-s19000,x^3,1063476.562500022,5.854875176647454e-07,509765.6250000027,5.810619515857054e-08,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir65-p18000-s19000,x^2,6750000.000000035,1.1019229926363923e-08,4.0472510406044326e-16,1.413493749644612e-23,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir65-p18000-s19000,x^3,1063476.562500022,1.5627192447784632e-17,509765.6250000027,1.8408086583100116e-18,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir129-p18000-s19000,x^2,6750000.000000035,3.224406171875769e-10,4.0472510406044326e-16,4.879953463733505e-24,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir129-p18000-s19000,x^3,1063476.562500022,1.0228651456298159e-18,509765.6250000027,4.564688498820029e-19,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,iir-p18000-s20000,x^2,6750000.000000035,3.378911999883734e-30,4.0472510406044326e-16,3.3508394011050135e-30,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,iir-p18000-s20000,x^3,1063476.562500022,1.7241211633626588e-44,509765.6250000027,1.72087354062067e-44,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir17-p18000-s20000,x^2,6750000.000000035,1188.1152132331144,4.0472510406044326e-16,6.827578733227477e-18,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir17-p18000-s20000,x^3,1063476.562500022,2.7665262186140294,509765.6250000027,5.8156977660496176e-05,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir33-p18000-s20000,x^2,6750000.000000035,0.013648124574620037,4.0472510406044326e-16,7.868397180864115e-19,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir33-p18000-s20000,x^3,1063476.562500022,4.0657009201994244e-06,509765.6250000027,2.4971229302046674e-07,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir65-p18000-s20000,x^2,6750000.000000035,7.921308530457175e-09,4.0472510406044326e-16,9.746789313103797e-23,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir65-p18000-s20000,x^3,1063476.562500022,5.160331725155921e-16,509765.6250000027,2.4845451291042076e-16,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir129-p18000-s20000,x^2,6750000.000000035,3.667175246435728e-09,4.0472510406044326e-16,6.81895139069531e-24,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir129-p18000-s20000,x^3,1063476.562500022,1.3255944285535351e-17,509765.6250000027,6.35423626272629e-18,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,iir-p18000-s24000,x^2,6750000.000000035,2.9182296300261852e-05,4.0472510406044326e-16,2.830989543245188e-20,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,iir-p18000-s24000,x^3,1063476.562500022,2.80273884529575e-10,509765.6250000027,1.2121766167282374e-24,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir17-p18000-s24000,x^2,6750000.000000035,14029.697910664661,4.0472510406044326e-16,2.1177105756510296e-17,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir17-p18000-s24000,x^3,1063476.562500022,84.7313365115827,509765.6250000027,0.001726213960975976,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir33-p18000-s24000,x^2,6750000.000000035,231.46789595246878,4.0472510406044326e-16,1.1793433290949516e-17,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir33-p18000-s24000,x^3,1063476.562500022,0.9016684954844681,509765.6250000027,0.00010787862747328485,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir65-p18000-s24000,x^2,6750000.000000035,0.04570050453067771,4.0472510406044326e-16,3.8266500910756674e-18,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir65-p18000-s24000,x^3,1063476.562500022,5.863747898302443e-05,509765.6250000027,8.209014302594253e-08,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir129-p18000-s24000,x^2,6750000.000000035,0.0003086960495724511,4.0472510406044326e-16,9.696900831058974e-20,synthetic IMD/alias stress; not implemented Ice or measured playback
96000,fir129-p18000-s24000,x^3,1063476.562500022,1.0352444398177754e-08,509765.6250000027,3.0872976204912164e-10,synthetic IMD/alias stress; not implemented Ice or measured playback
